state_id,Thefts Last Week,Thefts Last 30 Days,Thefts Previous 30 Days,Theft Last Six Months,Robbery Last Week,Robbery Last 30 Days,Robbery Last Six Months,Burglary Last Week,Burglary Last 30 Days,Burglary Previous 30 Days,Burglary Last Six Months,Vandalism Last Week,Vandalism Last 30 Days,Vandalism Previous 30 Days,Vandalism Last Six Months,Shooting Last Week,Shooting Last 30 Days,Shooting Previous 30 Days,Shooting Last Six Months,Arson Last Week,Arson Last 30 Days,Arson Previous 30 Days,Arson Last Six Months,Arrest Last Week,Arrest Last 30 Days,Arrest Previous 30 Days,Arrest Last Six Months,Assault Last Week,Assault Last 30 Days,Assault Previous 30 Days,Assault Last Six Months,Other Last Week,Other Last 30 Days,Other Previous 30 Days,Other Last Six Months
CA,18,78,83,533,2,5,5,26,29,97,149,755,13,45,56,347,1,2,4,18,0,0,1,3,6,36,51,291,1,29,28,169,100,441,542,2794
CA,4,17,17,98,0,0,0,1,1,3,7,22,0,3,4,18,1,4,0,11,0,2,0,5,1,7,5,30,5,13,19,62,27,105,89,765
CA,7,102,169,715,1,12,10,48,0,13,8,96,3,20,38,181,0,0,0,0,0,2,2,4,1,13,9,66,12,173,199,825,0,0,1,2
CA,16,50,46,374,0,0,1,7,5,17,13,115,1,8,12,71,0,1,3,22,0,0,0,0,4,37,15,128,4,29,25,154,36,149,89,749
CA,17,83,143,948,0,2,10,46,5,57,117,753,2,16,34,168,0,6,18,107,0,0,0,0,4,57,71,398,5,53,118,635,26,293,444,2729
CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6
CA,86,504,639,4013,2,25,37,212,9,39,66,422,21,115,125,798,4,14,22,125,3,13,1,46,42,229,253,1425,46,220,242,1513,86,390,401,2535
CA,7,52,53,341,0,0,1,9,0,12,11,67,3,4,6,28,0,1,1,5,0,1,1,2,2,6,3,16,1,11,14,64,18,78,101,517
CA,7,78,57,444,1,5,4,26,21,84,93,594,4,24,13,83,0,1,1,12,0,0,0,0,4,12,11,73,7,27,46,244,109,555,519,2943
CA,10,47,50,252,1,1,0,4,3,12,13,58,2,15,10,82,0,0,0,0,0,0,0,0,3,7,7,44,11,43,43,210,122,572,551,2966
CA,0,15,219,949,0,1,6,41,0,17,88,443,0,3,87,385,0,4,7,24,0,1,0,14,0,4,68,368,0,6,138,600,0,7,51,218
CA,11,150,143,846,0,4,5,27,0,8,10,95,5,27,49,197,3,27,25,180,0,0,0,8,4,73,92,414,3,75,72,432,48,652,687,3769
CA,4,21,23,91,0,1,0,3,1,12,8,52,0,10,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,41,142,854,887,4057
CA,12,71,48,499,1,5,1,17,3,21,16,144,5,22,19,145,2,6,7,45,1,1,1,5,0,21,11,95,9,33,38,245,57,248,202,1399
CA
CA,78,765,900,5335,12,112,124,788,11,119,121,786,0,35,41,290,1,22,24,170,1,13,15,81,0,32,18,147,14,266,349,2041,1,30,41,243
CA,1,23,35,190,1,5,3,23,0,22,46,240,0,10,6,36,0,2,0,4,0,0,1,3,2,82,119,516,0,27,32,175,0,11,18,61
CA,16,128,146,806,2,8,8,47,3,38,76,365,2,16,19,104,0,6,1,16,0,0,1,8,8,103,153,717,4,54,68,349,30,242,269,1491
CA,14,121,130,836,0,2,5,22,8,19,32,180,3,12,25,141,1,6,3,20,0,0,2,3,7,66,69,512,6,53,55,343,59,388,444,2624
CA,4,22,24,94,0,1,0,4,1,12,9,53,0,10,17,49,0,1,0,5,0,0,0,0,0,0,0,0,0,11,5,42,137,827,863,3954
CA,2,24,25,163,0,3,3,12,2,8,4,81,1,7,4,27,3,3,2,17,0,0,0,0,1,5,8,28,8,30,18,114,22,151,144,835
CA,5,27,27,106,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,297,291,1268
CA,17,82,80,1551,0,0,2,31,1,7,8,223,4,13,12,213,1,2,1,23,0,0,1,5,2,15,14,132,4,26,20,317,60,302,312,2653
CA,62,292,349,2158,1,18,18,112,40,240,252,1572,6,97,97,602,0,2,1,17,0,2,1,4,26,219,328,1731,24,155,202,1095,205,1042,1015,6143
CA,1,5,4,23,0,0,2,9,2,14,11,80,0,1,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4,3,13,11,76
CA,10,78,128,691,0,4,6,41,2,23,22,177,0,1,16,109,0,8,0,11,0,1,0,6,1,4,34,201,1,12,19,98,3,9,96,456
CA,28,169,184,1078,0,3,4,17,1,22,14,143,7,47,41,267,1,6,12,57,1,3,1,8,8,31,36,171,15,76,69,385,122,437,401,2466
CA,14,702,936,5784,1,34,82,486,4,69,224,1316,0,70,173,998,0,6,10,80,0,2,4,34,4,40,36,268,6,117,315,1944,25,171,104,770
CA,23,161,168,1093,0,5,3,47,4,40,47,316,0,18,26,125,1,2,4,22,0,0,0,3,4,67,89,416,4,48,52,334,77,394,471,2647
CA,50,386,521,2818,5,25,36,178,25,143,133,1000,3,45,41,357,2,12,11,51,0,0,0,5,1,156,293,1878,7,74,67,519,156,901,924,5792
CA,8,73,100,605,2,12,15,90,0,2,2,28,0,8,0,8,0,0,0,2,0,0,2,6,0,0,2,20,3,38,43,226,0,0,0,0
CA,13,123,120,711,6,26,17,125,42,225,217,1463,4,19,35,190,0,8,10,48,0,0,0,0,9,35,28,162,2,30,38,160,144,793,801,4766
CA,8,39,35,199,2,10,3,34,14,78,72,492,1,7,10,59,0,0,0,11,0,0,0,0,2,10,9,37,1,10,14,49,48,266,285,1588
CA,0,37,25,284,0,0,1,5,0,3,12,60,0,2,14,78,0,0,3,11,0,0,2,2,1,13,30,161,0,18,19,147,1,76,122,866
CA,15,93,112,557,1,5,6,28,29,158,135,635,2,19,8,59,0,0,0,0,0,0,2,3,0,5,5,23,2,27,31,147,182,917,887,3915
CA,9,43,53,343,0,0,0,0,0,0,0,0,0,3,9,23,0,2,2,24,1,5,0,24,1,6,5,25,4,23,50,244,7,44,82,554
CA,0,3,3,107,0,0,0,5,0,1,0,13,0,1,2,10,0,0,0,0,0,1,0,1,0,1,0,111,0,2,2,53,1,4,2,140
CA,0,1,2,4,0,0,0,0,0,1,0,1,0,0,2,3,0,1,0,1,0,0,0,0,0,2,0,7,0,0,2,3,0,1,0,4
CA,1,4,2,17,0,0,0,1,0,0,0,0,1,1,0,6,0,1,2,15,0,0,0,0,0,0,1,4,0,1,2,7,1,11,14,80
CA,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14
CA,4,20,25,126,0,1,0,2,2,5,9,48,1,5,4,32,0,3,3,22,0,0,0,1,0,2,4,13,4,15,9,51,13,61,76,424
CA,0,16,28,142,0,1,0,2,0,3,5,24,0,0,2,32,0,0,0,1,0,0,0,1,0,12,19,91,0,5,11,58,0,21,29,160
CA,0,0,0,3,0,0,0,0,0,3,1,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,2,13
CA,8,88,102,497,0,4,3,15,0,7,11,61,0,12,11,71,0,0,0,4,0,0,0,1,3,23,43,208,1,6,16,62,2,14,14,79
CA,0,2,0,5,0,0,0,0,0,1,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5,7,25
CA
CA,32,128,125,739,0,3,5,20,2,27,32,186,6,33,23,204,3,8,12,65,0,1,1,10,8,38,38,187,21,67,72,426,127,643,677,3750
CA,5,121,269,1808,0,5,5,60,4,40,70,522,0,20,34,346,0,1,4,22,0,0,1,6,1,45,72,401,1,43,62,408,9,97,143,1671
CA,41,190,201,1235,0,2,3,21,0,15,23,128,6,23,39,173,1,7,8,56,0,4,2,12,6,36,22,149,13,57,55,314,108,542,560,3391
CA,25,201,367,2059,3,27,38,234,51,254,315,1705,17,85,121,619,4,9,11,121,0,4,4,16,8,100,201,981,29,214,256,1472,123,724,729,4267
CA,170,996,1079,6852,17,56,49,314,24,145,158,1105,23,141,170,968,10,48,78,380,0,12,15,137,21,159,194,1162,93,467,498,2685,425,2322,2452,13551
CA,172,1001,1076,6855,17,57,48,314,24,145,158,1106,23,141,170,969,10,48,78,380,0,12,15,137,21,159,194,1162,94,467,499,2685,429,2324,2452,13561
CA,2,27,32,185,0,0,2,8,0,5,22,111,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,9,31,31,178,0,0,0,0
CA,17,210,231,1883,1,13,18,146,9,54,75,650,0,0,0,152,1,5,0,10,0,4,2,12,0,4,14,40,16,59,45,464,0,8,8,188
CA,13,259,318,2098,1,8,23,124,1,29,67,417,0,34,33,284,0,2,3,20,0,0,0,9,0,51,100,558,3,48,78,496,1,29,43,220
CA,67,352,506,2944,6,26,25,154,16,62,87,565,11,76,93,535,4,25,41,244,0,3,7,84,12,67,110,680,46,211,273,1326,199,1056,1225,6403
CA,41,296,249,1722,3,29,48,245,72,342,412,2194,13,51,58,344,3,12,10,78,0,0,0,2,3,27,42,252,8,49,60,325,273,1136,1109,6520
CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53,91,444,0,0,0,0,0,0,0,0
CA,21,96,114,537,0,3,5,9,7,21,22,87,4,20,14,94,0,0,1,10,1,3,4,10,2,10,4,36,12,66,62,267,199,951,955,3580
CA,414,2310,1866,13904,53,217,140,1488,64,497,396,4071,36,203,181,1619,31,195,88,1000,5,29,21,159,60,360,275,1930,200,1129,750,5120,1093,5375,3378,25128
CA,2,96,177,1054,0,14,13,82,0,10,20,145,0,23,33,215,0,5,1,8,0,2,3,14,2,142,244,1338,0,43,75,396,6,91,61,360
CA,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,1,14
CA,5,18,29,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,23,24,95,3,23,35,112,331,1655,1887,7436
CA,45,194,212,1188,3,11,11,79,18,53,46,370,16,56,45,305,4,9,20,100,0,5,6,18,13,66,67,373,46,208,212,1134,270,1245,1373,7371
CA,0,23,24,127,0,0,0,0,0,0,1,5,3,11,8,66,0,3,2,12,0,0,1,3,8,35,15,90,2,18,14,86,23,127,113,657
CA,0,30,70,388,0,0,1,13,0,9,18,211,0,1,12,83,0,0,2,4,0,0,0,2,0,47,76,461,0,1,17,87,1,14,11,79
CA,16,78,51,496,0,1,2,14,1,18,14,109,3,19,11,103,0,6,5,47,0,0,1,3,1,12,11,111,4,28,35,211,55,194,145,1152
CA,22,127,97,696,2,12,12,68,27,139,210,1022,10,26,23,180,1,4,6,32,0,0,0,0,1,10,15,107,6,26,22,147,151,565,533,3226
CA,0,18,20,172,0,0,0,0,0,0,3,16,0,2,10,59,0,3,6,28,0,0,0,0,0,10,14,63,0,21,25,115,0,116,173,898
CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9
CA,4,23,14,112,0,0,1,1,1,2,0,20,1,11,6,48,0,0,0,0,0,0,0,1,3,15,12,94,1,12,14,53,8,75,79,409
CA,1,33,41,181,0,1,0,3,0,2,0,11,1,17,27,115,0,0,0,1,0,0,0,0,2,13,13,93,0,5,9,34,10,159,166,936
CA,0,0,1,9,0,0,0,0,0,0,1,10,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,10,18,13,72
CA,27,282,363,2088,0,8,2,55,4,34,45,296,0,19,27,182,0,0,1,9,0,0,10,14,6,48,71,316,3,50,44,283,3,55,59,330
CA,5,39,31,235,0,0,0,0,0,4,4,28,2,8,8,58,0,6,2,21,0,0,0,0,2,9,9,49,3,18,15,88,60,241,195,1337
CA,1,49,636,3236,0,3,55,251,0,11,175,1008,0,24,330,1674,1,6,20,110,0,2,15,57,0,20,403,2223,1,36,552,2775,6,48,246,1411
CA,0,5,107,440,0,2,2,19,0,3,14,111,0,1,38,157,0,3,1,5,0,0,0,2,0,4,42,183,0,4,53,273,0,3,28,133
CA,0,63,1174,5865,0,5,79,370,0,30,383,2162,0,33,535,2576,5,18,32,158,0,2,16,67,0,34,571,3093,1,57,842,4174,0,23,340,1760
CA,29,151,167,643,4,16,15,59,77,355,321,1500,12,45,34,153,2,9,4,22,0,0,0,1,4,33,37,154,15,67,65,260,299,1310,1290,5557
CA,0,17,22,179,0,1,0,4,0,3,6,27,0,5,5,66,0,1,3,11,0,0,0,0,7,46,46,268,0,5,4,60,3,70,121,634
CA,0,3,7,21,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,0,1,2,1,7,1,1,0,2,0,3,2,22
CA,20,140,102,700,0,3,5,32,0,5,4,63,3,72,30,383,0,0,0,0,0,3,1,9,0,0,0,4,6,43,39,217,0,0,0,2
CA,32,154,192,1211,1,2,1,19,2,18,24,172,4,32,32,196,0,10,13,96,0,3,4,22,6,45,27,199,21,66,68,405,147,677,594,3704
CA,4,105,197,1054,0,1,4,59,1,12,23,220,1,13,20,162,0,2,2,25,0,1,0,4,0,6,7,59,3,7,11,312,10,70,81,555
CA,13,68,120,615,0,5,7,37,0,10,20,140,0,0,17,121,0,5,0,6,0,1,0,6,1,3,37,213,1,11,16,78,4,13,114,519
CA,0,0,3,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,3,3,6,0,0,5,59
CA,0,18,11,134,0,0,0,2,0,4,6,38,3,7,3,33,0,0,0,7,0,0,0,1,0,10,2,25,3,13,11,65,12,52,44,255
CA,30,162,127,842,1,2,1,6,5,32,12,113,7,32,35,186,3,20,24,118,0,0,0,0,34,187,125,833,14,93,55,420,235,1152,956,8716
CA,2,22,22,141,0,2,2,10,1,6,4,72,1,6,3,23,3,3,3,15,0,0,0,0,1,5,7,25,6,25,13,92,19,140,130,786
CA,0,1,7,55,0,0,0,5,0,0,1,11,0,0,3,19,0,0,0,2,0,0,0,0,0,1,18,153,0,0,13,54,0,0,8,70
CA,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,4,0,0,0,17
CA,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,1,32
CA,2,10,1,57,0,1,0,3,0,2,1,16,0,0,2,7,0,0,0,2,0,0,0,0,2,21,19,112,2,9,4,34,0,4,5,33
CA,1,2,4,39,0,0,1,3,2,6,4,21,1,5,5,14,0,0,1,17,0,0,0,0,0,2,6,29,0,2,0,16,9,39,43,234
CA,35,489,722,4119,6,59,119,507,2,89,109,663,1,48,44,377,0,7,7,84,0,1,2,21,0,78,88,570,10,177,245,1406,0,45,57,283
CA,10,134,199,1463,0,15,28,158,0,16,16,125,3,18,34,224,1,2,4,20,0,0,2,10,1,42,86,413,5,58,81,456,28,240,230,1638
CA,5,33,34,146,0,0,0,0,0,1,7,14,8,17,20,144,0,0,0,0,0,0,0,0,0,0,2,6,1,3,3,13,12,55,64,319
CA,30,125,128,754,0,4,6,25,1,23,34,188,6,30,22,205,2,5,11,66,0,2,0,12,10,41,38,200,20,69,83,457,118,633,677,3793
CA,22,96,165,926,3,6,6,41,2,12,24,160,0,24,34,193,0,4,8,75,0,2,1,7,4,16,44,266,9,61,113,472,51,287,402,2177
CA,10,163,214,1328,1,8,19,91,1,33,41,315,0,30,31,243,0,2,1,11,0,0,0,4,0,87,108,694,1,39,38,258,0,35,40,211
CA,33,106,86,665,1,6,4,16,11,23,20,161,7,26,19,161,4,9,9,77,0,1,0,4,19,63,93,495,9,42,45,368,117,419,268,2287
CA,15,154,117,865,0,3,3,17,1,22,16,129,11,41,30,207,2,5,11,41,1,3,1,8,3,28,29,138,10,59,43,266,82,292,260,1654
CA,6,18,15,111,0,0,1,4,0,4,8,40,0,4,6,38,2,5,6,31,0,1,0,3,0,7,3,32,3,6,12,70,14,92,64,446
CA,36,172,227,1004,0,11,4,44,7,40,56,330,6,71,92,382,0,2,1,5,0,0,1,3,9,31,27,162,8,56,50,285,319,1565,1579,7511
CA,1,26,29,144,0,2,1,5,0,5,2,13,0,0,0,4,0,0,0,2,0,0,1,1,2,25,48,178,0,18,25,99,0,11,23,86
CA,15,104,83,1462,0,2,2,35,1,8,13,201,3,20,18,214,1,2,2,24,0,1,0,4,2,21,19,159,4,31,21,334,66,307,320,2540
CA,6,26,34,172,0,0,0,2,0,7,4,41,2,5,8,31,1,3,3,45,0,0,0,2,3,10,8,30,4,15,17,69,20,121,143,848
CA,14,83,71,293,0,0,0,3,2,12,21,55,5,17,25,100,0,0,0,0,1,1,0,1,2,6,8,40,10,28,19,90,307,1958,1970,8028
CA,2,16,17,112,0,0,0,2,0,14,6,54,1,7,7,35,0,2,0,4,0,0,0,0,1,11,5,62,0,3,9,25,24,114,113,706
CA,32,674,956,6307,8,128,175,1425,4,86,127,1091,0,110,188,1244,4,43,52,375,0,10,7,70,0,103,89,786,10,419,553,4696,7,74,129,897
CA,1,4,5,33,0,0,0,0,0,1,1,8,0,0,2,3,0,0,0,0,1,1,0,1,0,0,0,0,0,1,4,16,9,39,31,176
CA,29,206,237,1351,1,6,0,21,1,24,38,178,6,30,38,185,1,4,5,61,0,2,1,6,11,57,90,507,11,42,55,283,128,619,642,3549
CA,19,227,245,1482,1,6,6,41,0,17,22,165,6,39,60,264,2,29,42,247,0,0,0,9,7,126,144,734,5,96,112,648,66,1046,1144,5981
CA,0,4,1,10,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,23,2,8,8,33
CA,1,172,148,1382,0,4,9,29,0,37,31,252,0,26,21,220,0,0,0,0,0,3,0,11,0,37,24,259,0,58,45,355,0,45,25,262
CA,77,457,503,3971,1,20,21,132,45,248,253,1587,6,107,105,881,0,3,1,18,0,5,2,11,26,223,324,2306,25,183,226,1912,592,2736,2438,21900
CA,31,152,194,1199,1,2,1,17,2,20,24,169,2,33,36,225,0,10,16,102,0,3,4,22,6,45,27,200,25,78,78,445,155,705,620,3834
CA,18,249,282,1821,0,14,14,129,4,56,57,420,11,94,89,594,0,8,13,62,0,1,1,9,25,279,297,1695,15,278,328,1807,24,330,333,1876
CA,10,72,92,515,0,0,6,29,1,18,27,164,0,9,6,62,0,5,5,39,0,1,1,5,0,9,14,62,4,25,24,210,20,116,138,810
CA,30,183,243,1190,3,14,13,69,54,267,269,1309,6,30,20,111,1,4,1,15,0,0,1,2,3,26,31,128,13,59,54,249,191,837,812,3524
CA,30,247,312,1607,2,20,13,97,21,127,105,596,2,10,8,54,0,5,0,11,0,0,2,4,0,4,11,68,4,31,40,192,42,218,232,989
CA,57,406,547,2861,5,27,33,174,22,125,129,911,2,23,23,172,2,10,9,28,0,0,0,8,1,93,225,1449,5,51,50,310,105,556,497,3134
CA,7,77,96,577,1,1,0,6,0,4,12,62,3,17,11,76,1,2,1,32,0,1,0,1,6,24,23,142,7,22,32,147,43,310,320,1715
CA,5,19,17,101,1,4,3,16,7,35,50,240,0,3,4,34,0,0,1,2,0,0,0,0,0,3,1,10,1,3,2,11,19,81,91,503
CA,17,108,152,772,0,1,4,27,5,18,25,156,2,13,20,128,2,7,4,25,0,0,0,3,6,67,68,487,6,47,45,304,64,376,410,2318
CA,0,27,40,231,0,0,1,6,0,63,70,423,0,19,45,184,0,0,0,2,0,0,0,0,0,40,48,272,0,11,28,115,2,163,219,1160
CA,5,35,29,216,0,4,8,46,17,87,98,532,3,14,13,54,1,4,4,26,0,0,0,0,1,4,11,41,0,3,14,37,43,204,212,1146
CA,6,60,69,415,0,9,14,58,19,92,116,626,2,11,15,66,0,4,4,17,0,0,0,0,2,3,6,46,0,10,12,66,75,406,380,2233
CA,4,24,25,118,0,1,3,10,3,10,4,45,0,1,3,11,0,0,1,2,0,0,0,0,1,2,2,11,0,2,2,12,13,41,46,256
CA,0,0,2,27,0,0,0,0,0,0,0,11,0,0,1,8,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,24,0,0,15,151
CA,40,128,113,752,2,6,3,19,4,21,15,117,8,43,34,195,1,5,7,39,1,1,1,12,5,31,31,224,12,57,41,299,125,594,555,3411
CA,19,101,90,579,1,11,16,88,32,140,177,930,6,19,20,137,0,4,0,17,0,0,0,0,2,14,11,87,6,23,18,103,128,519,490,2964
CA,0,4,1,11,0,0,0,0,0,2,0,4,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,7,0,0,2,4,1,4,6,50
CA,35,110,107,679,2,6,3,19,4,19,13,105,8,37,29,169,1,5,5,32,1,1,1,10,6,30,30,208,11,53,35,263,118,531,492,3042
CA,0,0,2,27,0,0,0,0,0,0,0,8,0,0,1,13,0,0,0,10,0,0,0,0,0,0,1,8,0,0,5,39,0,0,6,132
CA,3,12,9,72,0,1,0,3,0,3,1,10,2,2,3,19,1,1,3,29,0,0,0,0,0,1,3,6,0,4,5,27,8,41,59,275
CA,1,1,5,14,0,0,0,1,0,1,6,42,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,2,16,12,81
CA,1,2,1,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,31,0,0,0,0
CA,31,409,709,3979,6,61,69,465,36,380,508,2854,10,113,172,983,2,21,37,320,0,4,12,78,13,160,211,1321,53,437,501,2979,293,2369,2662,15366
CA,2,33,31,171,0,0,1,2,0,1,4,37,0,0,0,1,0,0,0,1,0,1,0,2,0,31,58,242,0,6,9,28,3,88,67,615
CA,14,112,109,612,0,0,5,36,2,10,16,85,4,13,14,126,1,3,0,3,0,0,0,1,3,18,41,158,4,21,19,110,0,0,0,1
CA,5,16,16,93,0,0,0,4,0,2,6,33,0,7,17,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,34,25,95,106,511
CA,26,114,132,781,1,3,10,35,11,58,39,248,3,29,25,135,0,0,0,3,0,0,0,1,11,70,45,327,8,31,38,189,224,1255,1231,7289
CA,6,29,29,290,0,2,1,8,3,13,4,99,0,8,9,78,2,4,3,13,0,0,0,1,0,6,10,44,3,14,27,127,26,126,97,747
CA,0,20,40,248,0,1,1,15,0,32,80,475,0,9,16,140,0,3,6,31,0,0,0,5,0,18,50,238,0,25,37,218,0,232,461,2438
CA,18,386,175,2026,0,20,17,75,1,8,3,110,3,29,2,108,5,26,42,166,0,5,3,24,2,32,16,170,8,206,107,1005,0,1,1,14
CA,48,393,541,2944,5,26,34,176,20,108,121,849,1,32,37,296,1,8,13,49,0,0,0,5,1,163,307,1952,7,64,63,462,112,726,783,4764
CA,0,12,19,74,0,0,0,1,0,1,6,22,0,3,2,14,0,0,0,0,0,0,0,0,1,5,0,10,2,11,7,34,13,83,91,466
CA,439,3336,4075,24051,45,290,397,2229,63,706,778,5099,0,0,0,0,0,1,0,2,7,36,34,223,0,0,0,0,84,610,661,3942,0,0,0,0
CA,16,82,81,417,0,1,1,11,2,25,30,112,4,27,43,146,0,0,3,6,0,0,3,7,0,0,0,2,7,23,45,184,84,458,475,2039
CA,0,0,1,3,0,0,0,0,0,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,5,24
CA,53,307,330,2039,1,9,10,77,9,58,45,364,10,66,71,408,5,16,17,122,0,1,1,22,9,67,55,348,29,162,126,797,249,1167,1248,7293
CA,8,65,75,391,0,4,2,17,4,12,4,82,5,25,23,132,0,4,4,41,0,0,0,0,6,41,54,258,13,62,43,385,47,280,326,1754
CA,0,20,13,151,0,0,2,7,0,1,1,13,0,7,7,54,0,0,0,0,0,0,0,0,0,20,23,167,0,13,10,99,1,18,15,179
CA,6,28,24,136,0,0,0,0,5,10,11,62,3,9,6,41,0,2,4,25,0,0,0,0,2,7,12,46,3,20,23,124,20,108,98,594
CA,1,9,6,42,0,0,0,0,1,1,3,18,1,3,2,13,0,0,1,5,0,0,0,0,2,3,2,10,3,6,5,41,9,52,28,194
CA,21,113,80,524,0,1,4,19,0,3,10,36,1,8,22,78,0,0,1,1,0,2,1,6,0,0,0,0,4,28,29,160,57,329,350,1760
CA,18,106,113,681,1,3,5,26,2,14,10,75,7,22,23,118,2,13,11,65,1,1,1,10,7,24,30,143,6,41,47,216,105,509,454,2413
CA,5,20,17,124,0,0,0,1,0,0,2,17,0,3,2,16,0,0,0,9,0,0,0,0,1,6,7,24,1,3,5,28,22,86,85,518
CA,7,149,307,2103,0,6,9,67,3,34,67,503,1,36,47,477,0,6,9,77,0,0,0,2,3,62,99,567,9,79,89,535,24,294,416,3073
CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,27
CA,0,137,206,1435,0,10,12,76,0,52,78,477,0,44,64,446,1,27,23,197,0,3,14,64,0,65,73,488,0,143,227,900,0,762,1031,6497
CA,84,408,451,3276,1,19,19,122,44,250,256,1631,7,105,108,769,0,2,1,20,0,2,1,4,27,231,329,2134,29,189,245,1742,622,3159,3182,22314
CA,3,7,7,43,0,0,1,10,1,8,4,45,1,5,5,26,0,0,1,7,0,0,0,0,1,1,0,4,0,5,0,14,15,70,67,415
CA,1,9,8,82,0,0,0,1,0,2,1,14,0,3,2,17,0,2,0,3,0,0,0,0,2,17,14,82,3,16,9,72,4,56,92,492
CA,39,224,301,1406,0,11,3,50,6,58,79,465,6,77,101,444,0,3,2,9,0,0,2,4,10,49,52,290,8,71,66,356,284,1588,1773,9084
CA,43,274,292,1561,2,9,12,67,10,89,73,422,7,27,51,226,0,5,7,27,0,1,0,10,8,68,69,427,12,77,78,532,178,1153,1303,6209
CA,18,113,100,596,2,13,19,97,26,134,161,855,3,11,13,97,2,3,5,24,0,0,0,0,0,6,20,81,4,14,17,100,81,404,405,2385
CA,0,275,89,1646,0,46,10,247,0,251,53,1178,0,143,71,886,0,25,13,244,0,3,2,17,0,189,72,1094,1,268,136,1817,0,806,328,4555
CA,0,5,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,1,2,4,14,8,59,91,431
CA,4,45,56,534,1,10,10,45,3,24,27,254,0,1,2,57,0,0,0,2,0,0,0,1,0,6,21,62,9,43,27,198,0,17,19,148
CA,0,1,1,5,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,12,0,3,1,17
CA,5,19,10,122,0,1,2,11,1,10,4,59,0,6,1,36,0,1,0,7,0,1,0,1,4,16,16,68,5,17,16,91,4,27,5,136
CA,38,492,608,3640,4,30,51,280,8,194,265,1766,0,33,60,374,1,7,14,59,1,5,3,28,0,23,63,294,13,85,75,703,5,405,543,3125
CA,0,5,5,131,0,0,0,5,0,1,1,21,0,1,2,12,0,0,0,0,0,1,0,1,0,1,1,119,2,4,3,69,0,6,1,144
CA,10,76,85,459,0,0,1,7,0,6,3,32,1,7,20,88,0,2,2,25,0,0,1,2,3,40,32,167,7,35,21,153,28,190,208,1106
CA,61,330,354,2241,0,8,13,86,10,56,49,392,10,68,76,428,5,16,21,123,0,1,1,22,11,71,60,365,37,182,147,907,263,1267,1426,7989
CA,0,1,4,20,0,1,0,4,0,0,0,5,0,1,2,4,0,0,0,1,0,0,0,0,0,1,1,11,0,2,1,8,1,6,5,111
CA,8,52,43,260,0,0,0,1,2,12,17,121,3,18,7,79,1,4,3,42,1,3,1,4,4,13,15,53,6,16,16,145,42,154,107,781
CA,2,16,26,109,1,1,1,2,2,5,2,18,2,5,1,34,0,0,1,1,0,0,0,0,0,6,27,159,0,2,12,56,10,59,55,421
