Name,City,State,Zip,County,IsPrivate,Level,LowGrade,HighGrade,RankStars,PupilTeacherRatio
AIM Higher College Prep Academy,Phoenix,AZ,85040,Maricopa County,False,High,7,12,n/a,Unknown
Academy of Math and Science South Mountain,Phoenix,AZ,85041,Maricopa County,False,Elementary,K,8,1,Unknown
91st Psalm Christian School,Phoenix,AZ,85042,Maricopa County,True,Private,PK,12,n/a,10.1
ASDB - ELP FBC West Valley Preschool,Phoenix,AZ,85043,Maricopa County,False,Elementary,PK,PK,n/a,Unknown
BASIS Ahwatukee,Phoenix,AZ,85044,Maricopa County,False,Alternative,4,12,n/a,Unknown
Ahwatukee Foothills Montessori,Phoenix,AZ,85048,Maricopa County,True,Private,PK,K,n/a,1.0
AAEC - Paradise Valley,Phoenix,AZ,85050,Maricopa County,False,High,9,12,4,Unknown
Abraham Lincoln Traditional School,Phoenix,AZ,85051,Maricopa County,False,Elementary,PK,8,4,16.0
Acacia Elementary School,Phoenix,AZ,85053,Maricopa County,False,Elementary,K,6,3,18.8
Horseshoe Trails Elementary School,Phoenix,AZ,85054,Maricopa County,False,Elementary,K,6,5,16.7
Inspiration Mountain School,Phoenix,AZ,85083,Maricopa County,False,Elementary,K,8,5,15.4
Norterra Canyon School,Phoenix,AZ,85085,Maricopa County,False,Elementary,PK,8,4,15.1
AMCS at Anthem dba Caurus Academy,Anthem,AZ,85086,Maricopa County,False,Alternative,K,12,n/a,Unknown
Canyon Springs STEM Academy,Anthem,AZ,85087,Maricopa County,False,Elementary,PK,8,4,15.7
Peralta Trail Elementary School,Apache Junction,AZ,85118,Pinal County,False,Elementary,K,5,3,23.8
Desert Vista Elementary School,Apache Junction,AZ,85119,Pinal County,False,Elementary,PK,5,1,18.9
Apache Junction High School,Apache Junction,AZ,85120,Pinal County,False,High,9,12,2,24.3
Casa Blanca Community School,Bapchule,AZ,85121,Pinal County,False,Elementary,K,5,n/a,11.9
Cactus Middle School,Casa Grande,AZ,85122,Pinal County,False,Middle,6,8,1,20.2
Arizona City Elementary School,Arizona City,AZ,85123,Pinal County,False,Elementary,PK,8,0,25.6
Akimel O'Otham Pee Posh (3-5),Coolidge,AZ,85128,Pinal County,False,Elementary,3,5,n/a,Unknown
ECambridge,Eloy,AZ,85131,Pinal County,False,Alternative,K,12,n/a,Unknown
Anthem Elementary School,Florence,AZ,85132,Pinal County,False,Alternative,PK,9,n/a,17.3
CVIT - Ray High School,Kearny,AZ,85137,Pinal County,False,High,9,12,n/a,Unknown
A+ Charter Schools,Maricopa,AZ,85138,Pinal County,False,High,7,12,4,Unknown
CAVIT - Maricopa Unified,Maricopa,AZ,85139,Pinal County,False,High,9,12,n/a,Unknown
ASDB - ELP Satellite 1 Preschool (JO Combs Preschool),San Tan Valley,AZ,85140,Pinal County,False,Elementary,PK,PK,n/a,Unknown
American Leadership Academy Ironwood K12,San Tan Valley,AZ,85141,Pinal County,False,Alternative,K,12,n/a,Unknown
American Leadership Academy Queen Creek K-12,Queen Creek,AZ,85142,Maricopa County,False,Alternative,K,12,n/a,Unknown
CAVIT - Poston Butte High School,Queen Creek,AZ,85143,Pinal County,False,High,9,12,n/a,Unknown
Sacaton Elementary,Sacaton,AZ,85147,Pinal County,False,Elementary,PK,5,0,11.6
Stanfield Elementary School,Stanfield,AZ,85172,Pinal County,False,Elementary,PK,8,1,22.3
CVIT - Central Campus EAC Gila Pueblo,Superior,AZ,85173,Gila County,False,High,9,12,n/a,Unknown
CVIT - Central Campus CAC Aravaipa,Winkelman,AZ,85192,Pinal County,False,High,10,12,n/a,Unknown
ASU Preparatory Academy - Casa Grande High School,Casa Grande,AZ,85193,Pinal County,False,High,7,12,4,Unknown
Mary C O'Brien Elementary School,Casa Grande,AZ,85194,Pinal County,False,Elementary,K,6,5,10.4
Carson Junior High School,Mesa,AZ,85201,Maricopa County,False,Middle,7,8,1,19.1
AAEC Online,Mesa,AZ,85202,Maricopa County,False,High,9,12,5,Unknown
Academy with Community Partners,Mesa,AZ,85203,Maricopa County,False,High,9,12,0,Unknown
Christ The King School,Mesa,AZ,85204,Maricopa County,True,Private,PK,8,n/a,13.4
Bush Elementary,Mesa,AZ,85205,Maricopa County,False,Elementary,PK,6,4,14.3
Franklin at Brimhall Elementary,Mesa,AZ,85206,Maricopa County,False,Elementary,PK,6,5,18.5
Adobe Adventist Christian School,Mesa,AZ,85207,Maricopa County,True,Private,K,8,n/a,8.9
Brinton Elementary,Mesa,AZ,85208,Maricopa County,False,Elementary,PK,6,2,15.7
A Place 4 Everyone Learning Center,Mesa,AZ,85209,Maricopa County,True,Private,PK,6,n/a,7.9
Burke Basic School,Mesa,AZ,85210,Maricopa County,False,Elementary,K,6,1,Unknown
American Leadership Academy Mesa K-6,Mesa,AZ,85212,Maricopa County,False,Elementary,K,6,4,Unknown
EVIT - Mountain View High School,Mesa,AZ,85213,Maricopa County,False,High,9,12,n/a,Unknown
Faith Christian School,Mesa,AZ,85214,Maricopa County,True,Private,K,12,n/a,n/a
Legacy Traditional School - Mesa,Mesa,AZ,85215,Maricopa County,False,Elementary,K,6,4,Unknown
Arizona College Prep Middle School,Chandler,AZ,85224,Maricopa County,False,Middle,6,8,5,21.4
AZ Compass Prep School,Chandler,AZ,85225,Maricopa County,False,High,7,12,1,Unknown
Adobe Montessori School,Chandler,AZ,85226,Maricopa County,True,Private,PK,K,n/a,1.6
Bella Montessori Preschool,Gilbert,AZ,85233,Maricopa County,True,Private,PK,1,n/a,4.0
Burk Elementary School,Gilbert,AZ,85234,Maricopa County,False,Elementary,PK,6,3,11.7
The Buckeye Academy,Buckeye,AZ,85236,Maricopa County,False,High,9,12,n/a,Unknown
Anna Marie Jacobson Elementary School,Chandler,AZ,85248,Maricopa County,False,Elementary,PK,6,4,18.4
Arizona College Prep High School,Chandler,AZ,85249,Maricopa County,False,High,7,12,5,22.1
EVIT - Saguaro High School,Scottsdale,AZ,85250,Maricopa County,False,High,9,12,n/a,Unknown
Echo Canyon K-8,Scottsdale,AZ,85251,Maricopa County,False,Elementary,PK,8,3,10.5
Camelback Christian School,Paradise Valley,AZ,85253,Maricopa County,True,Private,PK,K,n/a,n/a
Arizona International Academy,Scottsdale,AZ,85254,Maricopa County,True,Private,5,9,n/a,n/a
Copper Ridge Math and Science Academy,Scottsdale,AZ,85255,Maricopa County,False,,,,n/a,n/a
Salt River Accelerated Learning Academy,Scottsdale,AZ,85256,Maricopa County,False,High,9,12,1,Unknown
Chrysalis Academy Day School For Children With Autism,Scottsdale,AZ,85257,Maricopa County,True,Private,,,n/a,8.7
Cochise Elementary School,Scottsdale,AZ,85258,Maricopa County,False,Elementary,PK,5,5,17.5
Anasazi Elementary,Scottsdale,AZ,85259,Maricopa County,False,Elementary,PK,5,5,15.4
Aztec Elementary School,Scottsdale,AZ,85260,Maricopa County,False,,,,n/a,n/a
Hman'shawa Day School,Fort McDowell,AZ,85264,Maricopa County,True,Private,PK,K,n/a,1.0
Bella Vista College Prepratory School,Scottsdale,AZ,85266,Maricopa County,True,Private,7,12,n/a,8.8
Az Aspire Academy,Fountain Hills,AZ,85268,Maricopa County,True,Private,K,12,n/a,3.2
ASU Preparatory Academy Digital,Tempe,AZ,85281,Maricopa County,False,Alternative,K,12,n/a,Unknown
Arredondo Elementary School,Tempe,AZ,85282,Maricopa County,False,Elementary,PK,5,2,16.1
Accel East Campus,Tempe,AZ,85283,Maricopa County,True,Private,K,12,n/a,8.7
Bright Horizons Family Center,Tempe,AZ,85284,Maricopa County,True,Private,PK,K,n/a,10.0
Chandler Christian Academy,Chandler,AZ,85286,Maricopa County,True,Private,PK,8,n/a,n/a
American Leadership Academy Gilbert K-6,Gilbert,AZ,85295,Maricopa County,False,Elementary,K,6,4,Unknown
American Leadership Academy Gilbert North K-12,Gilbert,AZ,85296,Maricopa County,False,Alternative,K,12,n/a,Unknown
Arizona Connections Academy,Gilbert,AZ,85297,Maricopa County,False,Alternative,K,12,n/a,Unknown
American Leadership Academy Gilbert South K-6,Gilbert,AZ,85298,Maricopa County,False,Elementary,K,6,4,Unknown
Academy of Math and Science Glendale,Glendale,AZ,85301,Maricopa County,False,Elementary,K,8,2,Unknown
Apollo High School,Glendale,AZ,85302,Maricopa County,False,High,9,12,3,23.8
Bicentennial South School,Glendale,AZ,85303,Maricopa County,False,Elementary,PK,8,1,25.6
Arroyo Elementary School,Glendale,AZ,85304,Maricopa County,False,Elementary,K,8,1,14.3
Arizona Insight Academy,Glendale,AZ,85305,Maricopa County,False,High,7,12,1,Unknown
Blueprint Education,Glendale,AZ,85306,Maricopa County,True,Private,9,12,n/a,12.3
Heritage Elementary School,Glendale,AZ,85307,Maricopa County,False,Elementary,K,8,2,Unknown
Arrowhead Christian Academy,Glendale,AZ,85308,Maricopa County,True,Private,K,12,n/a,15.2
Bayer Private School,Glendale,AZ,85310,Maricopa County,True,Private,PK,8,n/a,6.7
American Leadership Academy Anthem K-6,Florence,AZ,85312,Pinal County,False,Alternative,K,12,n/a,Unknown
Aguila Elementary School,Aguila,AZ,85320,Maricopa County,False,Elementary,K,8,3,11.3
Ajo Elementary School,Ajo,AZ,85321,Pima County,False,Elementary,PK,8,0,17.8
Arlington Elementary School,Arlington,AZ,85322,Maricopa County,False,Elementary,PK,8,2,Unknown
Agua Fria High School,Avondale,AZ,85323,Maricopa County,False,High,9,12,2,17.8
Canon School,Black Canyon City,AZ,85324,Yavapai County,False,Elementary,PK,8,1,10.9
Bouse Elementary School,Bouse,AZ,85325,La Paz County,False,Elementary,PK,8,2,Unknown
Bales Elementary School,Buckeye,AZ,85326,Maricopa County,False,Elementary,PK,8,2,20.5
Annunciation Catholic School,Cave Creek,AZ,85331,Maricopa County,True,Private,K,8,n/a,16.8
Congress Elementary School,Congress,AZ,85332,Yavapai County,False,Elementary,PK,8,3,9.7
Dateland Elementary School,Dateland,AZ,85333,Yuma County,False,Elementary,K,8,3,3.3
Ehrenberg Elementary School,Ehrenberg,AZ,85334,La Paz County,False,Elementary,PK,8,1,15.2
Dysart High School,El Mirage,AZ,85335,Maricopa County,False,High,7,12,3,20.2
Gadsden Elementary School,Gadsden,AZ,85336,Yuma County,False,Elementary,PK,8,2,23.0
Gila Bend Elementary,Gila Bend,AZ,85337,Maricopa County,False,Elementary,PK,8,0,15.9
BASIS Goodyear,Goodyear,AZ,85338,Maricopa County,False,High,5,12,5,Unknown
Betty Fairfax High School,Laveen,AZ,85339,Maricopa County,False,High,9,12,2,21.9
Az Aspire Academy,Litchfield Park,AZ,85340,Maricopa County,True,Private,K,12,n/a,33.3
Morristown Elementary School,Morristown,AZ,85342,Maricopa County,False,Elementary,PK,8,3,7.7
Palo Verde Elementary School,Palo Verde,AZ,85343,Maricopa County,False,Elementary,PK,8,3,19.6
Blake Primary School,Parker,AZ,85344,La Paz County,False,Elementary,PK,2,n/a,15.3
Academy of Math and Science Peoria Advanced,Peoria,AZ,85345,Maricopa County,False,Elementary,K,8,3,Unknown
Quartzsite Elementary School,Quartzsite,AZ,85346,La Paz County,False,Elementary,K,8,n/a,Unknown
Mohawk Valley School,Roll,AZ,85347,Yuma County,False,Elementary,PK,8,3,14.8
Salome Elementary School,Salome,AZ,85348,La Paz County,False,Elementary,PK,8,0,13.7
Arizona Desert Elementary School,San Luis,AZ,85349,Yuma County,False,Elementary,K,6,2,28.5
Bravie T. Soto Elementary School,Somerton,AZ,85350,Yuma County,False,Elementary,K,6,1,17.5
Academy of Math and Science Avondale,Phoenix,AZ,85353,Maricopa County,False,Elementary,K,8,3,Unknown
Ruth Fisher Middle School,Tonopah,AZ,85354,Maricopa County,False,Alternative,PK,12,n/a,18.3
Canyon View High School,Waddell,AZ,85355,Maricopa County,False,High,9,12,3,23.7
Antelope Union High School,Wellton,AZ,85356,Yuma County,False,High,9,12,0,Unknown
Wenden Elementary School,Wenden,AZ,85357,La Paz County,False,Elementary,PK,8,2,10.0
Owens Elementary School,Wikieup,AZ,85360,Mohave County,False,Elementary,K,8,n/a,6.6
Mountainside High School,Wittmann,AZ,85361,Maricopa County,False,Alternative,9,11,n/a,11.7
Discover U,Youngtown,AZ,85363,Maricopa County,False,Elementary,K,6,1,Unknown
Alice Byrne Elementary School,Yuma,AZ,85364,Yuma County,False,Elementary,PK,5,3,14.2
Castle Dome Middle School,Yuma,AZ,85365,Yuma County,False,Middle,6,8,1,26.5
Sunrise Elementary School,Yuma,AZ,85367,Yuma County,False,Elementary,PK,5,2,20.2
Peoria Traditional School,Sun City,AZ,85373,Maricopa County,False,Elementary,K,8,5,Unknown
Arizona Charter Academy,Surprise,AZ,85374,Maricopa County,False,Elementary,K,8,3,Unknown
American Leadership Academy West Foothills K-12,Surprise,AZ,85379,Maricopa County,False,Alternative,K,12,n/a,Unknown
Aces-Peoria,Peoria,AZ,85381,Maricopa County,True,Private,K,12,n/a,9.9
Apache Elementary School,Peoria,AZ,85382,Maricopa County,False,Elementary,PK,8,4,18.5
BASIS Peoria,Peoria,AZ,85383,Maricopa County,False,High,5,12,5,Unknown
Asante Preparatory Academy,Surprise,AZ,85387,Maricopa County,False,Elementary,PK,8,3,19.8
Canyon Ridge School,Surprise,AZ,85388,Maricopa County,False,Elementary,PK,8,5,21.2
Gospel Outreach Christian School,Wickenburg,AZ,85390,Maricopa County,True,Private,K,12,n/a,2.5
Arizona Agribusiness & Equine Center - Estrella,Avondale,AZ,85392,Maricopa County,False,High,9,12,4,Unknown
Belen Soto Elementary School,Goodyear,AZ,85395,Maricopa County,False,Elementary,PK,8,4,22.6
Desert Sunset Elementary School,Buckeye,AZ,85396,Maricopa County,False,Elementary,PK,5,2,21.0
Copper Rim Elementary School,Globe,AZ,85501,Gila County,False,Elementary,PK,5,1,20.1
Apache Baptist Academy,Fort Thomas,AZ,85530,Graham County,True,Private,K,7,n/a,5.5
Duncan Elementary,Duncan,AZ,85534,Greenlee County,False,Elementary,PK,8,3,19.8
Fort Thomas Elementary School,Fort Thomas,AZ,85536,Graham County,False,Elementary,PK,6,1,10.0
CVIT - Miami High School,Miami,AZ,85539,Gila County,False,High,9,12,n/a,Unknown
Fairbanks Middle School,Morenci,AZ,85540,Greenlee County,False,Middle,5,8,3,8.8
Julia Randall Elementary School,Payson,AZ,85541,Gila County,False,Elementary,2,5,2,16.1
CVIT - San Carlos High School,Peridot,AZ,85542,Gila County,False,High,9,12,n/a,Unknown
Dan Hinton Accommodation School,Pima,AZ,85543,Graham County,False,Alternative,PK,12,n/a,Unknown
Pine Strawberry Elementary School,Pine,AZ,85544,Gila County,False,Elementary,PK,8,4,5.8
Dorothy Stinson School,Safford,AZ,85546,Graham County,False,Elementary,K,6,3,21.5
Biyaagozhoo Center,San Carlos,AZ,85550,Gila County,False,Alternative,3,12,n/a,Unknown
Solomon Elementary School,Solomon,AZ,85551,Graham County,False,Elementary,PK,8,3,16.4
Eagle Online Academy,Thatcher,AZ,85552,Graham County,False,High,7,12,n/a,Unknown
Tonto Basin Elementary,Tonto Basin,AZ,85553,Gila County,False,Elementary,PK,8,2,16.8
Young Elementary School,Young,AZ,85554,Gila County,False,Elementary,PK,8,n/a,Unknown
Benson Digital Learning Center,Benson,AZ,85602,Cochise County,False,High,9,12,2,43.0
Bisbee High School,Bisbee,AZ,85603,Cochise County,False,High,9,12,1,Unknown
Bowie Elementary School,Bowie,AZ,85605,Cochise County,False,Elementary,PK,8,3,14.0
Cochise Elementary School,Cochise,AZ,85606,Cochise County,False,Elementary,K,8,2,9.5
Center for Academic Success #2 - Douglas 9-12,Douglas,AZ,85607,Cochise County,False,High,9,12,2,Unknown
Apache Elementary School,Apache Junction,AZ,85608,Cochise County,False,Elementary,K,8,n/a,Unknown
CTD - Valley Union High School,Elfrida,AZ,85610,Cochise County,False,High,9,12,n/a,Unknown
Elgin Elementary School,Elgin,AZ,85611,Santa Cruz County,False,Elementary,PK,8,4,13.5
Colonel Johnston Elementary School,Fort Huachuca,AZ,85613,Cochise County,False,Elementary,PK,2,n/a,12.5
Colearn Academy Arizona,Green Valley,AZ,85614,Pima County,False,Alternative,K,12,n/a,Unknown
Palominas Elementary School,Hereford,AZ,85615,Cochise County,False,Elementary,PK,8,3,18.1
Huachuca City School,Huachuca City,AZ,85616,Cochise County,False,Elementary,PK,8,2,14.7
Double Adobe Elementary School,Mc Neal,AZ,85617,Cochise County,False,Elementary,PK,8,4,16.0
Mammoth Elementary School,Mammoth,AZ,85618,Pinal County,False,,,,n/a,n/a
Naco Elementary School,Naco,AZ,85620,Cochise County,False,Elementary,PK,8,0,19.7
A J Mitchell Elementary School,Nogales,AZ,85621,Santa Cruz County,False,Elementary,K,5,0,22.4
Mountain Vista School,Oracle,AZ,85623,Pinal County,False,Elementary,PK,8,1,13.7
CTD - Patagonia High School,Patagonia,AZ,85624,Santa Cruz County,False,High,9,12,n/a,Unknown
Ash Creek Elementary,Pearce,AZ,85625,Cochise County,False,Elementary,PK,8,n/a,10.3
Faras Elementary School,Douglas,AZ,85626,Cochise County,False,Elementary,K,5,2,23.5
Anza Trail,Sahuarita,AZ,85629,Pima County,False,Elementary,K,8,4,17.9
CTD - St. David High School,Saint David,AZ,85630,Cochise County,False,High,9,12,n/a,Unknown
Avenue B School - Closed,San Manuel,AZ,85631,Pinal County,False,,,,n/a,n/a
CTD - San Simon High School,San Simon,AZ,85632,Cochise County,False,High,9,12,n/a,Unknown
San Fernando Elementary School,Sasabe,AZ,85633,Pima County,False,Elementary,K,8,n/a,Unknown
Alternative High School (Indian Oasis High School),Sells,AZ,85634,Pima County,False,High,9,12,n/a,Unknown
Bella Vista Elementary School,Sierra Vista,AZ,85635,Cochise County,False,Elementary,K,6,4,19.6
CTD - Tombstone High School,Tombstone,AZ,85638,Cochise County,False,High,9,12,n/a,Unknown
Acacia Elementary School,Vail,AZ,85641,Pima County,False,Elementary,K,5,4,19.8
Bonita Elementary School,Willcox,AZ,85643,Graham County,False,Elementary,K,8,3,8.5
Montessori De Santa Cruz - St. Ann's Hall,Amado,AZ,85645,Santa Cruz County,False,Elementary,K,8,4,Unknown
Calabasas School,Rio Rico,AZ,85648,Santa Cruz County,False,Elementary,PK,8,1,18.2
All Saints Catholic School,Sierra Vista,AZ,85650,Cochise County,True,Private,PK,8,n/a,8.3
A. C. E.,Marana,AZ,85653,Pima County,False,High,7,12,n/a,1.0
Dove Mountain K-8,Marana,AZ,85658,Pima County,False,Elementary,PK,8,4,18.2
Carrillo Intermediate Magnet School,Tucson,AZ,85701,Pima County,False,Elementary,PK,5,4,13.4
Imago Dei Middle School,Tucson,AZ,85702,Pima County,True,Private,5,8,n/a,n/a
Amphi Academy at Donaldson,Tucson,AZ,85704,Pima County,False,,,,n/a,n/a
Academy Del Sol,Tucson,AZ,85705,Pima County,False,Elementary,K,8,1,Unknown
Alta Vista High School,Tucson,AZ,85706,Pima County,False,High,9,12,1,Unknown
Borman K-8 School,Tucson,AZ,85708,Pima County,False,Elementary,PK,8,4,16.2
PCJTED - Aztec Middle College,Tucson,AZ,85709,Pima County,False,High,9,12,n/a,Unknown
Anna Henry Elementary School,Tucson,AZ,85710,Pima County,False,Elementary,PK,5,2,11.6
Alice Vail Middle School,Tucson,AZ,85711,Pima County,False,Middle,6,8,2,13.0
Adventure School,Tucson,AZ,85712,Pima County,False,Elementary,K,8,2,Unknown
Borton Primary Magnet School,Tucson,AZ,85713,Pima County,False,Elementary,PK,5,3,9.2
C E Rose Elementary School,Tucson,AZ,85714,Pima County,False,Elementary,PK,8,1,19.1
Academy of Tucson Elementary School,Tucson,AZ,85715,Pima County,False,Elementary,K,5,3,Unknown
Academy Adventures Midtown,Tucson,AZ,85716,Pima County,False,Elementary,K,5,n/a,Unknown
Al Huda Islamic School,Tucson,AZ,85718,Pima County,True,Private,PK,5,n/a,n/a
Academy Adventures Mid-town,Tucson,AZ,85719,Pima County,False,,,,n/a,n/a
Arizona Online Charter School,Tucson,AZ,85730,Pima County,False,Elementary,K,8,1,Unknown
Desert Valley Christian School,Tucson,AZ,85732,Pima County,True,Private,K,8,n/a,n/a
Altar Valley Middle School,Tucson,AZ,85735,Pima County,False,Middle,5,8,2,17.0
Robles Elementary School,Tucson,AZ,85736,Pima County,False,Elementary,PK,5,1,32.4
BASIS Oro Valley,Oro Valley,AZ,85737,Pima County,False,High,5,12,5,Unknown
Coronado K-8 School,Tucson,AZ,85739,Pima County,False,Elementary,PK,8,2,14.0
Butterfield Elementary School,Tucson,AZ,85741,Pima County,False,Elementary,PK,6,3,13.3
Casas Christian School,Oro Valley,AZ,85742,Pima County,True,Private,K,8,n/a,17.2
Coyote Trail Elementary School,Tucson,AZ,85743,Pima County,False,Elementary,PK,6,4,13.6
ASDB - Distance Itinerant Service Program Region 3,Tucson,AZ,85745,Pima County,False,Elementary,PK,PK,n/a,Unknown
Frances J Warren Elementary School,Tucson,AZ,85746,Pima County,False,Elementary,PK,5,2,11.5
Andrada Polytechnic High School,Tucson,AZ,85747,Pima County,False,High,9,12,4,16.7
Academy of Tucson High School,Tucson,AZ,85748,Pima County,False,High,9,12,4,Unknown
Academy of Tucson Middle School,Tucson,AZ,85749,Pima County,False,Middle,5,8,2,Unknown
BASIS Tucson North,Tucson,AZ,85750,Pima County,False,High,5,12,5,Unknown
Beautiful Savior Academy,Tucson,AZ,85752,Pima County,True,Private,PK,K,n/a,10.0
Leman Academy of Excellence-Oro Valley Arizona,Oro Valley,AZ,85755,Pima County,False,Elementary,K,8,4,Unknown
Billy Lane Lauffer Middle School,Tucson,AZ,85756,Pima County,False,Middle,5,8,1,18.1
Academy Del Sol - Star Valley,Tucson,AZ,85757,Pima County,False,Elementary,K,8,3,Unknown
AAEC Show Low,Show Low,AZ,85901,Navajo County,False,,,,n/a,Unknown
Dishchii'bikoh Community School,Cibecue,AZ,85911,Navajo County,False,Alternative,K,12,n/a,12.8
Alpine Elementary School,Alpine,AZ,85920,Apache County,False,Elementary,K,8,4,11.8
Blue Elementary School,Blue,AZ,85922,Greenlee County,False,Alternative,K,12,n/a,Unknown
Concho Elementary School,Concho,AZ,85924,Apache County,False,Elementary,PK,8,1,13.0
NAVIT - Round Valley High School,Eagar,AZ,85925,Apache County,False,High,9,12,n/a,Unknown
Theodore Roosevelt School,Fort Apache,AZ,85926,Navajo County,False,Middle,6,8,n/a,17.2
Capps Elementary School,Heber,AZ,85928,Navajo County,False,Middle,4,6,n/a,14.4
Blue Ridge Elementary School,Lakeside,AZ,85929,Navajo County,False,Elementary,PK,6,3,16.1
Mcnary Elementary School,McNary,AZ,85930,Apache County,False,Elementary,PK,8,0,Unknown
Mountain Meadows Primary,Pinetop,AZ,85933,Navajo County,False,Elementary,PK,3,n/a,16.6
Coronado Elementary School,Saint Johns,AZ,85936,Apache County,False,Elementary,PK,3,n/a,21.3
George Washington Academy,Snowflake,AZ,85937,Navajo County,False,Elementary,K,8,2,Unknown
NAVIT - Northland Pioneer College SPE,Springerville,AZ,85938,Apache County,False,High,9,12,n/a,Unknown
Northern AZ Academy for Career Dev. - Taylor,Taylor,AZ,85939,Navajo County,False,High,7,12,3,Unknown
Vernon Elementary School,Vernon,AZ,85940,Apache County,False,Elementary,PK,8,2,6.1
Alchesay High School,Whiteriver,AZ,85941,Navajo County,False,High,9,12,0,22.5
ASDB - Region 1,Flagstaff,AZ,86001,Coconino County,False,Alternative,PK,12,n/a,Unknown
CAVIAT - Coconino High School,Flagstaff,AZ,86004,Coconino County,False,High,9,12,n/a,Unknown
CAVIAT - CCC Central Campus,Flagstaff,AZ,86005,Coconino County,False,High,9,12,n/a,Unknown
Maine Consolidated School,Parks,AZ,86018,Coconino County,False,Elementary,PK,8,3,11.4
Centennial Academy,Centennial Park,AZ,86021,Mohave County,True,Private,10,12,n/a,3.9
CAVIAT - Fredonia Central Campus,Fredonia,AZ,86022,Coconino County,False,High,9,12,n/a,Unknown
CAVIAT - Grand Canyon High School,Grand Canyon,AZ,86023,Coconino County,False,High,9,12,n/a,Unknown
ASDB - Distance Itinerant Service Program Region 1,Holbrook,AZ,86025,Yavapai County,False,Alternative,PK,12,n/a,Unknown
Native American Christian Academy,Sun Valley,AZ,86029,Navajo County,True,Private,K,12,n/a,5.8
Hotevilla Bacavi Community School,Hotevilla,AZ,86030,Navajo County,False,Elementary,K,8,n/a,32.6
Indian Wells Elementary,Indian Wells,AZ,86031,Navajo County,False,Elementary,PK,6,1,14.6
Joseph City Elementary School,Joseph City,AZ,86032,Navajo County,False,Elementary,PK,5,3,12.4
Chilchinbeto Community School,Kayenta,AZ,86033,Navajo County,False,Elementary,K,8,n/a,10.2
Hopi Junior/Senior High School,Keams Canyon,AZ,86034,Navajo County,False,High,7,12,n/a,13.8
Leupp School Inc.,Winslow,AZ,86035,Coconino County,False,Alternative,K,12,n/a,7.4
Hopi Day School,Kykotsmovi,AZ,86039,Navajo County,False,Elementary,K,6,n/a,12.8
CAVIAT - eCampus,Page,AZ,86040,Coconino County,False,,,,n/a,n/a
First Mesa Elementary School,Polacca,AZ,86042,Navajo County,False,Elementary,K,6,n/a,10.4
Second Mesa Day School,Second Mesa,AZ,86043,Navajo County,False,Elementary,K,6,n/a,45.4
Naa Tsis'aan Community School,Tonalea,AZ,86044,Unknown,False,Elementary,K,8,n/a,Unknown
Dzil Libei Elementary School,Tuba City,AZ,86045,Coconino County,False,Elementary,PK,6,n/a,22.0
CAVIAT - Williams High School,Williams,AZ,86046,Coconino County,False,High,9,12,n/a,Unknown
Bonnie Brennan School,Winslow,AZ,86047,Navajo County,False,Elementary,PK,6,2,13.0
Kaibeto Boarding School,Kaibeto,AZ,86053,Coconino County,False,Elementary,K,8,n/a,17.3
Shonto Preparatory School,Shonto,AZ,86054,Navajo County,False,Elementary,K,8,n/a,17.1
Ascend,Prescott,AZ,86301,Yavapai County,True,Private,,,n/a,1.1
Christian Academy Of Prescott,Prescott,AZ,86303,Yavapai County,True,Private,PK,8,n/a,n/a
Abia Judd Elementary School,Prescott,AZ,86305,Yavapai County,False,Elementary,K,5,4,14.8
Acorn Montessori Charter School,Prescott Valley,AZ,86314,Yavapai County,False,Middle,4,8,3,Unknown
Ash Fork Elementary School,Ash Fork,AZ,86320,Yavapai County,False,Elementary,PK,5,3,23.8
Bagdad Elementary School,Bagdad,AZ,86321,Yavapai County,False,Elementary,PK,6,3,16.2
American Heritage Academy - Camp Verde,Camp Verde,AZ,86322,Yavapai County,False,Elementary,K,8,2,Unknown
Chino Valley High School,Chino Valley,AZ,86323,Yavapai County,False,High,9,12,2,26.9
Clarkdale-Jerome Elementary School,Clarkdale,AZ,86324,Yavapai County,False,Elementary,PK,8,3,Unknown
Desert Star Community School,Cornville,AZ,86325,Yavapai County,False,Elementary,K,8,3,Unknown
American Heritage Academy - Cottonwood,Cottonwood,AZ,86326,Yavapai County,False,Alternative,K,12,n/a,Unknown
Bradshaw Mountain Middle School,Dewey,AZ,86327,Yavapai County,False,Middle,7,8,3,23.9
Humboldt Elementary School,Dewey,AZ,86329,Yavapai County,False,Elementary,K,6,3,18.6
Kirkland Elementary School,Kirkland,AZ,86332,Yavapai County,False,Elementary,PK,8,3,7.2
Mayer Elementary School,Mayer,AZ,86333,Yavapai County,False,Elementary,PK,8,2,14.1
Paulden Community School,Paulden,AZ,86334,Yavapai County,False,Elementary,K,8,2,Unknown
Beaver Creek School,Rimrock,AZ,86335,Yavapai County,False,Elementary,PK,8,2,26.1
Red Rock Academy,Sedona,AZ,86336,Yavapai County,False,Alternative,K,12,n/a,Unknown
MIJTED - Seligman High School,Seligman,AZ,86337,Yavapai County,False,High,9,12,n/a,Unknown
Skull Valley Elementary School,Skull Valley,AZ,86338,Yavapai County,False,Elementary,PK,8,3,12.6
Oak Creek Ranch School,Sedona,AZ,86340,Yavapai County,True,Private,7,12,n/a,n/a
